,res,img
4636,"[0.43181509441285487, 0.5681849055871451]",11510.jpg
4637,"[0.4805643424091288, 0.5194356575908712]",08585.jpg
4638,"[0.3901686429001145, 0.6098313570998855]",13486.jpg
4639,"[0.6451124609443226, 0.3548875390556774]",18357.jpg
4640,"[0.5269459915775583, 0.4730540084224417]",00142.jpg
4641,"[0.5308855207747094, 0.4691144792252906]",10283.jpg
4642,"[0.48089425372120553, 0.5191057462787945]",02845.jpg
4643,"[0.6893787964059074, 0.3106212035940926]",15247.jpg
4644,"[0.5768984455355237, 0.4231015544644763]",07576.jpg
4645,"[0.6742610956936871, 0.3257389043063129]",19071.jpg
4646,"[0.517456189718411, 0.482543810281589]",09890.jpg
4647,"[0.4239360360185527, 0.5760639639814473]",18468.jpg
4648,"[0.5182712647247181, 0.4817287352752819]",18813.jpg
4649,"[0.44623415940538336, 0.5537658405946166]",05067.jpg
4650,"[0.5023384890061907, 0.4976615109938093]",14962.jpg
4651,"[0.5903277765918221, 0.4096722234081779]",18137.jpg
4652,"[0.24252362747190903, 0.757476372528091]",16507.jpg
4653,"[0.45356983446214755, 0.5464301655378525]",05334.jpg
4654,"[0.8292223796308874, 0.1707776203691126]",14596.jpg
4655,"[0.7995691746395234, 0.20043082536047663]",00122.jpg
4656,"[0.35261697296667893, 0.6473830270333211]",08405.jpg
4657,"[0.3747598439713559, 0.625240156028644]",04645.jpg
4658,"[0.29893846183702383, 0.7010615381629761]",05464.jpg
4659,"[0.5579770614605368, 0.4420229385394632]",14923.jpg
4660,"[0.3261270352616973, 0.6738729647383027]",09050.jpg
4661,"[0.6252207494808748, 0.3747792505191252]",18088.jpg
4662,"[0.47841021560674574, 0.5215897843932542]",14985.jpg
4663,"[0.46434046847406313, 0.5356595315259369]",04364.jpg
4664,"[0.755865629063246, 0.24413437093675405]",06238.jpg
4665,"[0.20588406528362668, 0.7941159347163733]",15554.jpg
4666,"[0.7039143006850511, 0.2960856993149489]",15006.jpg
4667,"[0.6145859613033438, 0.38541403869665625]",01972.jpg
4668,"[0.4805643424091288, 0.5194356575908712]",02801.jpg
4669,"[0.34343767587183915, 0.6565623241281608]",05156.jpg
4670,"[0.539424401793165, 0.460575598206835]",08385.jpg
4671,"[0.29282539928972035, 0.7071746007102797]",19679.jpg
4672,"[0.6873993285334472, 0.3126006714665528]",03980.jpg
4673,"[0.3208678608162394, 0.6791321391837606]",19639.jpg
4674,"[0.5276834403927885, 0.47231655960721153]",06551.jpg
4675,"[0.40548040909002697, 0.594519590909973]",13746.jpg
4676,"[0.5101205146616469, 0.4898794853383531]",10384.jpg
4677,"[0.5459255952958528, 0.45407440470414717]",07579.jpg
4678,"[0.4863669001921248, 0.5136330998078752]",00983.jpg
4679,"[0.4968658425352714, 0.5031341574647286]",05546.jpg
4680,"[0.9312814143492014, 0.06871858565079858]",18832.jpg
4681,"[0.5596460245686895, 0.4403539754313105]",03152.jpg
4682,"[0.49605076752896426, 0.5039492324710357]",19322.jpg
4683,"[0.5937239224514351, 0.4062760775485649]",04542.jpg
4684,"[0.12590968192668206, 0.8740903180733179]",07917.jpg
4685,"[0.5516699334355412, 0.44833006656445884]",05241.jpg
4686,"[0.4469327951250752, 0.5530672048749248]",04538.jpg
4687,"[0.5635855537658406, 0.43641444623415937]",13670.jpg
4688,"[0.3957965417531875, 0.6042034582468125]",11325.jpg
4689,"[0.482543810281589, 0.517456189718411]",13496.jpg
4690,"[0.6268508994934892, 0.37314910050651084]",09416.jpg
4691,"[0.3775543868501232, 0.6224456131498768]",03985.jpg
4692,"[0.458790195812067, 0.541209804187933]",18043.jpg
4693,"[0.49504162704496496, 0.5049583729550351]",00956.jpg
4694,"[0.5960138950882028, 0.4039861049117972]",19202.jpg
4695,"[0.5751906693318326, 0.4248093306681674]",12049.jpg
4696,"[0.4706281899512896, 0.5293718100487104]",03121.jpg
4697,"[0.366997224863669, 0.633002775136331]",10589.jpg
4698,"[0.298511517786101, 0.7014884822138989]",00095.jpg
4699,"[0.6619185313124648, 0.3380814686875352]",16989.jpg
4700,"[0.3229443614275457, 0.6770556385724543]",11166.jpg
4701,"[0.5273535290807119, 0.47264647091928813]",17185.jpg
4702,"[0.501212909235576, 0.49878709076442396]",08323.jpg
4703,"[0.6402026043587107, 0.3597973956412893]",17367.jpg
4704,"[0.5958392361582798, 0.40416076384172017]",03246.jpg
4705,"[0.2913116885637214, 0.7086883114362785]",07056.jpg
4706,"[0.5683207514215296, 0.4316792485784704]",11240.jpg
4707,"[0.3094568107279396, 0.6905431892720604]",07025.jpg
4708,"[0.567544489510761, 0.432455510489239]",10176.jpg
4709,"[0.37522560111781716, 0.6247743988821828]",02266.jpg
4710,"[0.6040676124124279, 0.3959323875875721]",09961.jpg
4711,"[0.5096741640629548, 0.49032583593704515]",08622.jpg
4712,"[0.6661491587261542, 0.3338508412738458]",06674.jpg
4713,"[0.4361621611131596, 0.5638378388868404]",01924.jpg
4714,"[0.39282733994449726, 0.6071726600555027]",12125.jpg
4715,"[0.448698790972074, 0.551301209027926]",18165.jpg
4716,"[0.5698150555997593, 0.4301849444002407]",15239.jpg
4717,"[0.7253585359700363, 0.2746414640299637]",19815.jpg
4718,"[0.40716877874594887, 0.5928312212540512]",03248.jpg
4719,"[0.6785693492984533, 0.32143065070154675]",11660.jpg
4720,"[0.63550621979856, 0.36449378020143997]",13108.jpg
4721,"[0.4796522346639756, 0.5203477653360244]",17692.jpg
4722,"[0.5209299617691009, 0.4790700382308991]",13012.jpg
4723,"[0.3887713714607309, 0.6112286285392692]",14847.jpg
4724,"[0.4400822837625415, 0.5599177162374585]",02978.jpg
4725,"[0.37087853441751245, 0.6291214655824875]",11916.jpg
4726,"[0.2936986939393351, 0.7063013060606649]",19024.jpg
4727,"[0.030662345475363388, 0.9693376545246366]",01573.jpg
4728,"[0.6114615071124998, 0.3885384928875002]",19442.jpg
4729,"[0.5151274039861049, 0.4848725960138951]",18912.jpg
4730,"[0.46967726911059793, 0.5303227308894021]",07178.jpg
4731,"[0.4339498146674688, 0.5660501853325313]",19930.jpg
4732,"[0.40736284422364105, 0.592637155776359]",16668.jpg
4733,"[0.6524481360010868, 0.34755186399891325]",06117.jpg
4734,"[0.49313978536358166, 0.5068602146364183]",17703.jpg
4735,"[0.6629470783442334, 0.3370529216557666]",19897.jpg
4736,"[0.39282733994449726, 0.6071726600555027]",12804.jpg
4737,"[0.37813658328319977, 0.6218634167168002]",04684.jpg
4738,"[0.5082962991713404, 0.49170370082865955]",02977.jpg
4739,"[0.45155155349414894, 0.548448446505851]",04809.jpg
4740,"[0.44454578974946146, 0.5554542102505385]",03338.jpg
4741,"[0.5901725242096684, 0.40982747579033163]",17851.jpg
4742,"[0.5903471831395913, 0.40965281686040866]",08100.jpg
4743,"[0.5570455471676143, 0.44295445283238566]",09940.jpg
4744,"[0.5993712278522774, 0.40062877214772263]",19329.jpg
4745,"[0.3584001242019057, 0.6415998757980943]",19085.jpg
4746,"[0.4924993692871975, 0.5075006307128025]",09653.jpg
4747,"[0.7492868093694812, 0.2507131906305188]",07064.jpg
4748,"[0.590774127190514, 0.40922587280948597]",17467.jpg
4749,"[0.4681053387412913, 0.5318946612587088]",17313.jpg
4750,"[0.45496710590153117, 0.5450328940984688]",19991.jpg
4751,"[0.4037338197907974, 0.5962661802092026]",03214.jpg
4752,"[0.5976052320052786, 0.4023947679947214]",13559.jpg
4753,"[0.507461817617264, 0.49253818238273595]",09187.jpg
4754,"[0.7419705408604863, 0.2580294591395137]",04483.jpg
4755,"[0.5878825515729007, 0.4121174484270993]",17030.jpg
4756,"[0.21894467193230996, 0.7810553280676901]",18959.jpg
4757,"[0.5595489918298434, 0.4404510081701566]",04298.jpg
4758,"[0.38230899105358146, 0.6176910089464185]",01193.jpg
4759,"[0.3586330027751363, 0.6413669972248637]",04630.jpg
4760,"[0.5891051640823614, 0.41089483591763865]",05824.jpg
4761,"[0.1702924566748821, 0.8297075433251179]",14927.jpg
4762,"[0.568980574045683, 0.43101942595431697]",15499.jpg
4763,"[0.4526189136214559, 0.5473810863785441]",06620.jpg
4764,"[0.5329232082904772, 0.46707679170952277]",10099.jpg
4765,"[0.6329445554930233, 0.3670554445069767]",19008.jpg
4766,"[0.4394418676861573, 0.5605581323138427]",06919.jpg
4767,"[0.5948883153175881, 0.4051116846824119]",16083.jpg
4768,"[0.6000698635719692, 0.39993013642803077]",01011.jpg
4769,"[0.4582274059267597, 0.5417725940732403]",10200.jpg
4770,"[0.3436123348017621, 0.6563876651982379]",03896.jpg
4771,"[0.787304236449378, 0.21269576355062203]",05629.jpg
4772,"[0.6202914863474936, 0.37970851365250635]",05827.jpg
4773,"[0.4973898193250403, 0.5026101806749597]",01127.jpg
4774,"[0.4742766209319024, 0.5257233790680975]",03095.jpg
4775,"[0.5531448310660017, 0.44685516893399835]",16664.jpg
4776,"[0.47388848997651806, 0.5261115100234819]",11253.jpg
4777,"[0.2823652700421122, 0.7176347299578878]",02010.jpg
4778,"[0.3724698713345883, 0.6275301286654117]",10675.jpg
4779,"[0.9568010246657223, 0.043198975334277745]",01697.jpg
4780,"[0.472006054842904, 0.5279939451570961]",04206.jpg
4781,"[0.3548875390556774, 0.6451124609443226]",09334.jpg
4782,"[0.5063362378466495, 0.4936637621533505]",04593.jpg
4783,"[0.5243067010809447, 0.4756932989190553]",12469.jpg
4784,"[0.990626637427468, 0.009373362572531962]",08798.jpg
4785,"[0.06375050942187895, 0.936249490578121]",10442.jpg
4786,"[0.4049176192047197, 0.5950823807952803]",00998.jpg
4787,"[0.39604882687418735, 0.6039511731258127]",02973.jpg
4788,"[0.6492266490713967, 0.3507733509286033]",18913.jpg
4789,"[0.4908109996312756, 0.5091890003687244]",01465.jpg
4790,"[0.5972171010498942, 0.40278289895010577]",15338.jpg
4791,"[0.5375613732073201, 0.4624386267926799]",14511.jpg
4792,"[0.2814725688447282, 0.7185274311552718]",17390.jpg
4793,"[0.42036523122901664, 0.5796347687709833]",01906.jpg
4794,"[0.4878029847270469, 0.5121970152729531]",15057.jpg
4795,"[0.36076772302975024, 0.6392322769702498]",01215.jpg
4796,"[0.7221564555881155, 0.2778435444118845]",03977.jpg
4797,"[0.40676124124279534, 0.5932387587572047]",19299.jpg
4798,"[0.5530672048749248, 0.4469327951250752]",18227.jpg
4799,"[0.5285567350424033, 0.4714432649575967]",06045.jpg
4800,"[0.39482621436472665, 0.6051737856352734]",12691.jpg
4801,"[0.4841933668419725, 0.5158066331580275]",10240.jpg
4802,"[0.10473713831046595, 0.8952628616895341]",07444.jpg
4803,"[0.5043761765219585, 0.49562382347804146]",11162.jpg
4804,"[0.5370179898697821, 0.4629820101302179]",16953.jpg
4805,"[0.6638009664460789, 0.3361990335539211]",04675.jpg
4806,"[0.5976828581963555, 0.40231714180364453]",00347.jpg
4807,"[0.3872576607347319, 0.6127423392652681]",12124.jpg
4808,"[0.45065885229676494, 0.549341147703235]",02848.jpg
4809,"[0.31417260183585943, 0.6858273981641405]",03714.jpg
4810,"[0.6008073123871994, 0.3991926876128006]",17956.jpg
4811,"[0.3653282617555163, 0.6346717382444838]",12294.jpg
4812,"[0.38772341788119313, 0.6122765821188069]",02390.jpg
4813,"[0.35556676822759997, 0.6444332317724]",10820.jpg
4814,"[0.6172446583477266, 0.38275534165227343]",09180.jpg
4815,"[0.30774903452424845, 0.6922509654757516]",09763.jpg
4816,"[0.5027460265093443, 0.4972539734906557]",03287.jpg
4817,"[0.14514157076597645, 0.8548584292340236]",04105.jpg
4818,"[0.3773797279202003, 0.6226202720797998]",02125.jpg
4819,"[0.487900017465893, 0.512099982534107]",05993.jpg
4820,"[0.21737274156300335, 0.7826272584369967]",16745.jpg
4821,"[0.2139377826078519, 0.7860622173921481]",18103.jpg
4822,"[0.5458867822003144, 0.4541132177996856]",04342.jpg
4823,"[0.4445651962972307, 0.5554348037027693]",13306.jpg
4824,"[0.5692134526189137, 0.43078654738108635]",03207.jpg
4825,"[0.529235964214326, 0.47076403578567405]",14452.jpg
4826,"[0.6341865745502533, 0.3658134254497467]",10426.jpg
4827,"[0.619243532767956, 0.38075646723204404]",13957.jpg
4828,"[0.4990199693376545, 0.5009800306623455]",11046.jpg
4829,"[0.46247743988821827, 0.5375225601117817]",19848.jpg
4830,"[0.7281142657532651, 0.2718857342467349]",15759.jpg
4831,"[0.6657804343185391, 0.33421956568146094]",05205.jpg
4832,"[0.7841215626152264, 0.21587843738477364]",02946.jpg
4833,"[0.4432843641444623, 0.5567156358555376]",05911.jpg
4834,"[0.5756370199305245, 0.4243629800694755]",02764.jpg
4835,"[0.5389586446467038, 0.46104135535329616]",18187.jpg
4836,"[0.34332123658522384, 0.6566787634147762]",02229.jpg
4837,"[0.5004172407770382, 0.4995827592229618]",06149.jpg
4838,"[0.45807215354460595, 0.541927846455394]",04222.jpg
4839,"[0.5015234139998835, 0.49847658600011646]",17776.jpg
4840,"[0.3371111412990743, 0.6628888587009256]",03042.jpg
4841,"[0.44004347066700306, 0.5599565293329969]",15465.jpg
4842,"[0.5621494692309185, 0.43785053076908154]",14688.jpg
4843,"[0.5899396456364377, 0.41006035436356225]",11280.jpg
4844,"[0.5657008674726853, 0.43429913252731467]",11418.jpg
4845,"[0.3463098449416833, 0.6536901550583167]",14586.jpg
4846,"[0.4709969143589047, 0.5290030856410953]",16067.jpg
4847,"[0.48382464243435735, 0.5161753575656427]",00530.jpg
4848,"[0.5047254943818045, 0.4952745056181955]",19697.jpg
4849,"[0.373071474315434, 0.626928525684566]",19377.jpg
4850,"[0.47037590483028974, 0.5296240951697102]",12390.jpg
4851,"[0.562013623396534, 0.43798637660346595]",17665.jpg
4852,"[0.35537270274990784, 0.6446272972500922]",02836.jpg
4853,"[0.009858526266762405, 0.9901414737332376]",15463.jpg
4854,"[0.49364435560558134, 0.5063556443944186]",06078.jpg
4855,"[0.6997224863669002, 0.30027751363309985]",14246.jpg
4856,"[0.3992120941605698, 0.6007879058394302]",19559.jpg
4857,"[0.6839449630305265, 0.31605503696947346]",01375.jpg
4858,"[0.4809718799122824, 0.5190281200877176]",08368.jpg
4859,"[0.7796192435327679, 0.2203807564672321]",07954.jpg
4860,"[0.5578024025306139, 0.44219759746938614]",14457.jpg
4861,"[0.16016223873935065, 0.8398377612606494]",15003.jpg
4862,"[0.46078907023229637, 0.5392109297677037]",01142.jpg
4863,"[0.6157503541694967, 0.38424964583050325]",06537.jpg
4864,"[0.28250111587649673, 0.7174988841235033]",13022.jpg
4865,"[0.5922684313687439, 0.40773156863125615]",09524.jpg
4866,"[0.542995206582701, 0.45700479341729905]",04175.jpg
4867,"[0.46228337441052614, 0.5377166255894739]",12190.jpg
4868,"[0.6283257971239496, 0.37167420287605035]",01065.jpg
4869,"[0.6156727279784199, 0.3843272720215801]",07346.jpg
4870,"[0.5020473907896524, 0.49795260921034756]",05845.jpg
4871,"[0.5365328261755516, 0.46346717382444835]",07819.jpg
4872,"[0.4165227347707116, 0.5834772652292883]",15698.jpg
4873,"[0.5084903646490326, 0.49150963535096737]",04426.jpg
4874,"[0.44074210638669487, 0.5592578936133051]",18216.jpg
4875,"[0.5860001164392866, 0.4139998835607134]",12821.jpg
4876,"[0.5190281200877176, 0.4809718799122824]",02628.jpg
4877,"[0.4887733121155078, 0.5112266878844922]",17655.jpg
4878,"[0.314851831007782, 0.685148168992218]",10669.jpg
4879,"[0.5233363736924839, 0.47666362630751613]",07415.jpg
4880,"[0.709445166799278, 0.29055483320072195]",10354.jpg
4881,"[0.42692464437501215, 0.5730753556249879]",06450.jpg
4882,"[0.9861243183450096, 0.013875681654990424]",16978.jpg
4883,"[0.49546857109588777, 0.5045314289041123]",16438.jpg
4884,"[0.5035416949678821, 0.49645830503211785]",10614.jpg
4885,"[0.44303207902346253, 0.5569679209765375]",06328.jpg
4886,"[0.49183954666304414, 0.5081604533369559]",16495.jpg
4887,"[0.4470298278639213, 0.5529701721360787]",02491.jpg
4888,"[0.6383007626773274, 0.3616992373226726]",11384.jpg
4889,"[0.42209241398047703, 0.577907586019523]",07098.jpg
4890,"[0.4513963011119952, 0.5486036988880048]",07964.jpg
4891,"[0.4378893438646199, 0.5621106561353801]",05491.jpg
4892,"[0.2989190552892546, 0.7010809447107453]",15442.jpg
4893,"[0.43950008732946494, 0.560499912670535]",14429.jpg
4894,"[0.5823516854586738, 0.4176483145413262]",08224.jpg
4895,"[0.4233344330377069, 0.5766655669622931]",00770.jpg
4896,"[0.8455432863047992, 0.15445671369520075]",07413.jpg
4897,"[0.5290807118321722, 0.4709192881678278]",14876.jpg
4898,"[0.4517456189718411, 0.5482543810281588]",12753.jpg
4899,"[0.008344815540763453, 0.9916551844592365]",02919.jpg
4900,"[0.47511110248597876, 0.5248888975140212]",05253.jpg
4901,"[0.5700479341729899, 0.42995206582701007]",13478.jpg
4902,"[0.6554367443575463, 0.3445632556424537]",02820.jpg
4903,"[0.46736788992606104, 0.532632110073939]",16185.jpg
4904,"[0.5354848725960139, 0.46451512740398615]",07742.jpg
4905,"[0.5117118515787227, 0.4882881484212773]",04227.jpg
4906,"[0.4598187428438355, 0.5401812571561645]",01222.jpg
4907,"[0.6504492615808574, 0.34955073841914264]",08896.jpg
4908,"[0.5942284926934348, 0.4057715073065652]",13718.jpg
4909,"[0.18267383415164276, 0.8173261658483573]",13641.jpg
4910,"[0.640687768052941, 0.35931223194705897]",09063.jpg
4911,"[0.37540026004774013, 0.6245997399522598]",18057.jpg
4912,"[0.49993207708280774, 0.5000679229171923]",16892.jpg
4913,"[0.4268470181839353, 0.5731529818160648]",00392.jpg
4914,"[0.9777018766131693, 0.02229812338683068]",02767.jpg
4915,"[0.582642783675212, 0.41735721632478795]",04973.jpg
4916,"[0.6075025713675795, 0.39249742863242054]",09188.jpg
4917,"[0.5143705486231054, 0.4856294513768946]",15313.jpg
4918,"[0.37660346600943156, 0.6233965339905685]",12679.jpg
4919,"[0.29352403500941215, 0.7064759649905878]",07474.jpg
4920,"[0.5108773700246463, 0.4891226299753537]",07980.jpg
4921,"[0.3409148246618409, 0.659085175338159]",07702.jpg
4922,"[0.5186011760367948, 0.4813988239632052]",06467.jpg
4923,"[0.5446641696908537, 0.45533583030914626]",19206.jpg
4924,"[0.727299190746958, 0.27270080925304196]",19943.jpg
4925,"[0.45828562557006736, 0.5417143744299326]",03102.jpg
4926,"[0.042325680684663004, 0.957674319315337]",01070.jpg
4927,"[0.5500397834229269, 0.4499602165770731]",05535.jpg
4928,"[0.5399483785829339, 0.4600516214170661]",13187.jpg
4929,"[0.5040850783054203, 0.49591492169457974]",05865.jpg
4930,"[0.49220827107065923, 0.5077917289293408]",03329.jpg
4931,"[0.39154650779172895, 0.608453492208271]",05183.jpg
4932,"[0.3878786702633469, 0.6121213297366531]",02912.jpg
4933,"[0.46208930893283395, 0.537910691067166]",16607.jpg
4934,"[0.7900017465892992, 0.20999825341070077]",09841.jpg
4935,"[0.38322109879873467, 0.6167789012012653]",07586.jpg
4936,"[0.406819460886103, 0.593180539113897]",02753.jpg
4937,"[0.5403947291816259, 0.4596052708183741]",13167.jpg
4938,"[0.4145626734460207, 0.5854373265539793]",04673.jpg
4939,"[0.19037823361602205, 0.809621766383978]",13783.jpg
4940,"[0.45673310174852993, 0.5432668982514701]",08247.jpg
4941,"[0.23627471909022105, 0.763725280909779]",02657.jpg
4942,"[0.6290826524869491, 0.37091734751305094]",02425.jpg
4943,"[0.7545071707194008, 0.24549282928059923]",05058.jpg
4944,"[0.620233266704186, 0.379766733295814]",01598.jpg
4945,"[0.7089794096528168, 0.2910205903471832]",13768.jpg
4946,"[0.49174251392419804, 0.508257486075802]",19770.jpg
4947,"[0.5823322789109046, 0.41766772108909545]",08282.jpg
4948,"[0.4107589900832541, 0.5892410099167459]",17645.jpg
4949,"[0.31428904112247474, 0.6857109588775252]",00373.jpg
4950,"[0.7667721089095461, 0.23322789109045394]",04496.jpg
4951,"[0.4745677191484407, 0.5254322808515592]",18382.jpg
4952,"[0.26986745327873624, 0.7301325467212638]",02563.jpg
4953,"[0.32416697393700633, 0.6758330260629937]",01538.jpg
4954,"[0.5087814628655708, 0.4912185371344292]",19557.jpg
4955,"[0.06823342195656815, 0.9317665780434319]",15841.jpg
4956,"[0.6231636554173378, 0.37683634458266224]",04888.jpg
4957,"[0.4272157425915504, 0.5727842574084496]",02141.jpg
4958,"[0.33383143472607657, 0.6661685652739234]",08348.jpg
4959,"[0.4805643424091288, 0.5194356575908712]",16415.jpg
4960,"[0.8707523918570126, 0.1292476081429874]",11699.jpg
4961,"[0.4323778842981622, 0.5676221157018377]",17059.jpg
4962,"[0.5085485842923403, 0.4914514157076597]",15764.jpg
4963,"[0.5794601098410603, 0.42053989015893967]",08570.jpg
4964,"[0.6208154631372625, 0.37918453686273745]",19110.jpg
4965,"[0.3942828310271886, 0.6057171689728114]",10609.jpg
4966,"[0.42110268004424695, 0.578897319955753]",04254.jpg
4967,"[0.4346096372916222, 0.5653903627083778]",14866.jpg
4968,"[0.3884996797919618, 0.6115003202080382]",18078.jpg
4969,"[0.46389411787537116, 0.5361058821246288]",07962.jpg
4970,"[0.3395951794135341, 0.6604048205864659]",10904.jpg
4971,"[0.749713753420404, 0.250286246579596]",15421.jpg
4972,"[0.5058316676046498, 0.4941683323953502]",09453.jpg
4973,"[0.4924993692871975, 0.5075006307128025]",05366.jpg
4974,"[0.6336820043082536, 0.3663179956917464]",02456.jpg
4975,"[0.44675813619515226, 0.5532418638048477]",12387.jpg
4976,"[0.21094917425139242, 0.7890508257486075]",17140.jpg
4977,"[0.5228512099982534, 0.4771487900017466]",00660.jpg
4978,"[0.5214539385588698, 0.4785460614411302]",18417.jpg
4979,"[0.6367482388557899, 0.3632517611442101]",12170.jpg
4980,"[0.5046284616429584, 0.4953715383570416]",17344.jpg
4981,"[0.5255875332337131, 0.4744124667662869]",10477.jpg
4982,"[0.5542510042888471, 0.4457489957111529]",12253.jpg
4983,"[0.4949834074016573, 0.5050165925983428]",01503.jpg
4984,"[0.5036775408022667, 0.4963224591977333]",13763.jpg
4985,"[0.40053173940887654, 0.5994682605911235]",11772.jpg
4986,"[0.5554348037027693, 0.4445651962972307]",06614.jpg
4987,"[0.7206427448621164, 0.27935725513788356]",05224.jpg
4988,"[0.5460420345824681, 0.45395796541753186]",14677.jpg
4989,"[0.6185448970482641, 0.3814551029517359]",07814.jpg
4990,"[0.37062624929651267, 0.6293737507034873]",08431.jpg
4991,"[0.41776475382794154, 0.5822352461720585]",02549.jpg
4992,"[0.19946049797201576, 0.8005395020279842]",19638.jpg
4993,"[0.7604843874323197, 0.23951561256768028]",07684.jpg
4994,"[0.49946631993634655, 0.5005336800636535]",14401.jpg
4995,"[0.3530051039220633, 0.6469948960779367]",16938.jpg
4996,"[0.3616216111315958, 0.6383783888684043]",03030.jpg
4997,"[0.6618214985736187, 0.3381785014263813]",06960.jpg
4998,"[0.4585185041432979, 0.541481495856702]",04037.jpg
4999,"[0.5610627025558423, 0.43893729744415766]",14829.jpg
5000,"[0.61219895592773, 0.38780104407227]",09315.jpg
5001,"[0.45417143744299326, 0.5458285625570067]",12624.jpg
5002,"[0.42581847115216676, 0.5741815288478332]",04859.jpg
5003,"[0.5018727318597295, 0.49812726814027053]",14336.jpg
5004,"[0.465310795862524, 0.534689204137476]",19967.jpg
5005,"[0.6027867802596596, 0.3972132197403404]",10601.jpg
5006,"[0.6254536280541054, 0.3745463719458946]",12783.jpg
5007,"[0.5542704108366163, 0.4457295891633837]",18022.jpg
5008,"[0.5831667604649808, 0.41683323953501916]",18144.jpg
5009,"[0.43212559917716237, 0.5678744008228376]",18949.jpg
5010,"[0.2753595062974247, 0.7246404937025752]",17111.jpg
5011,"[0.4386461992276194, 0.5613538007723806]",15113.jpg
5012,"[0.5706689437016049, 0.4293310562983951]",11687.jpg
5013,"[0.5356013118826292, 0.46439868811737084]",10015.jpg
5014,"[0.630868054881717, 0.36913194511828296]",02743.jpg
5015,"[0.5861747753692096, 0.4138252246307904]",01565.jpg
5016,"[0.4021230763259524, 0.5978769236740475]",10290.jpg
5017,"[0.3802518969900444, 0.6197481030099556]",18674.jpg
5018,"[0.7542936986939394, 0.24570630130606064]",05510.jpg
5019,"[0.4781579304857459, 0.521842069514254]",19077.jpg
5020,"[0.44953327252615033, 0.5504667274738497]",15452.jpg
5021,"[0.6322653263211008, 0.3677346736788992]",17228.jpg
5022,"[0.4793805429952066, 0.5206194570047934]",01747.jpg
5023,"[0.41706611810824973, 0.5829338818917502]",16121.jpg
5024,"[0.5254322808515594, 0.47456771914844065]",04058.jpg
5025,"[0.4155912204777892, 0.5844087795222108]",04082.jpg
5026,"[0.4530070445768402, 0.5469929554231598]",02085.jpg
5027,"[0.38710240835257814, 0.6128975916474219]",17202.jpg
5028,"[0.4907139668924295, 0.5092860331075705]",18067.jpg
5029,"[0.3791651303149683, 0.6208348696850317]",01793.jpg
5030,"[0.40309340371441327, 0.5969065962855867]",02059.jpg
5031,"[0.48842399425566185, 0.5115760057443381]",07482.jpg
5032,"[0.4590036678375284, 0.5409963321624716]",06058.jpg
5033,"[0.20582584564031906, 0.794174154359681]",12721.jpg
5034,"[0.4942847716819655, 0.5057152283180345]",03808.jpg
5035,"[0.6076190106541948, 0.39238098934580523]",15343.jpg
5036,"[0.5226765510683304, 0.47732344893166956]",17989.jpg
5037,"[0.4629237904869103, 0.5370762095130897]",19453.jpg
5038,"[0.6070562207688874, 0.39294377923111257]",08696.jpg
5039,"[0.28902171592695375, 0.7109782840730463]",09496.jpg
5040,"[0.5901143045663607, 0.4098856954336393]",05225.jpg
5041,"[0.44043160162238737, 0.5595683983776126]",05120.jpg
5042,"[0.4362980069475441, 0.5637019930524558]",09236.jpg
5043,"[0.41988006753478624, 0.5801199324652138]",19574.jpg
5044,"[0.5577053697917678, 0.44229463020823223]",00286.jpg
5045,"[0.41007976091133147, 0.5899202390886685]",06097.jpg
5046,"[0.48706553591181667, 0.5129344640881833]",16646.jpg
5047,"[0.4570241999650682, 0.5429758000349318]",04840.jpg
5048,"[0.3968833084282637, 0.6031166915717363]",03949.jpg
5049,"[0.43800578315123523, 0.5619942168487648]",08148.jpg
5050,"[0.578625628286984, 0.42137437171301595]",04285.jpg
5051,"[0.4316016223873935, 0.5683983776126065]",18400.jpg
5052,"[0.5959168623493567, 0.4040831376506433]",09550.jpg
5053,"[0.6333132799006385, 0.36668672009936154]",11652.jpg
5054,"[0.5841953074967494, 0.4158046925032506]",07075.jpg
5055,"[0.6256088804362592, 0.3743911195637408]",08747.jpg
5056,"[0.5241902617943294, 0.47580973820567063]",03433.jpg
5057,"[0.5059287003434959, 0.4940712996565041]",17996.jpg
5058,"[0.386461992276194, 0.613538007723806]",15646.jpg
5059,"[0.5889110986046692, 0.41108890139533083]",03327.jpg
5060,"[0.5431698655126239, 0.4568301344873761]",13808.jpg
5061,"[0.5771507306565236, 0.42284926934347644]",07927.jpg
5062,"[0.4703564982825205, 0.5296435017174794]",07940.jpg
5063,"[0.8511323720623338, 0.14886762793766617]",09492.jpg
5064,"[0.6800248403811446, 0.31997515961885536]",03134.jpg
5065,"[0.46800830600244525, 0.5319916939975547]",03064.jpg
5066,"[0.5541927846455394, 0.44580721535446055]",01806.jpg
5067,"[0.44375012129092356, 0.5562498787090764]",04778.jpg
5068,"[0.6821401540879893, 0.31785984591201066]",02135.jpg
5069,"[0.4337557491897766, 0.5662442508102234]",08632.jpg
5070,"[0.5552601447728464, 0.44473985522715365]",06974.jpg
5071,"[0.5081604533369559, 0.4918395466630441]",07567.jpg
5072,"[0.35224824855906384, 0.6477517514409361]",18451.jpg
5073,"[0.6501581633643191, 0.3498418366356809]",14715.jpg
5074,"[0.34433037706922315, 0.6556696229307768]",14335.jpg
